DOI,title,author,year,times_seen
10.1097/inf.0000000000000471,"Pediatric Carbapenem-resistant Enterobacteriaceae in Los Angeles, California, a High-prevalence Region in the United States",Pannaraj,2014,1
10.1111/j.1469-0691.2012.03821.x,Rapid evolution and spread of carbapenemases among Enterobacteriaceae in Europe,Cantón,2012,1
10.1128/aac.49.10.4423-4424.2005,"Plasmid-Mediated Carbapenem-Hydrolyzing β-Lactamase KPC in a
            <i>Klebsiella pneumoniae</i>
            Isolate from France",Naas,2005,1
10.1128/aac.48.1.15-22.2004,"Emergence of Oxacillinase-Mediated Resistance to Imipenem in
            <i>Klebsiella pneumoniae</i>",Poirel,2003,1
10.1128/aac.45.8.2368-2371.2001,"Identification of a Plasmid Encoding SHV-12, TEM-1, and a Variant of IMP-2 Metallo-β-Lactamase, IMP-8, from a Clinical Isolate of
            <i>Klebsiella pneumoniae</i>",Yan,2002,1
10.1128/jcm.34.12.2909-2913.1996,PCR detection of metallo-beta-lactamase gene (blaIMP) in gram-negative rods resistant to broad-spectrum beta-lactams,Senda,2020,1
10.1086/381972,Clinical Relevance of Bacteriostatic versus Bactericidal Mechanisms of Action in the Treatment of Gram‐Positive Bacterial Infections,Pankey,2004,2
10.1007/bf02389870,Pharmacodynamics of antimicrobial agents as a Basis for Determining Dosage Regimens,Craig,2006,1
10.1007/bf01963774,"Impact of the dosage schedule on the efficacy of ceftazidime, gentamicin and ciprofloxacin inKlebsiella pneumoniae pneumonia and septicemia in leukopenic rats",Roosendaal,2005,1
10.7326/0003-4819-106-6-900,The Postantibiotic Effect,CRAIG,2013,1
10.1002/ppul.10166,Transmission of colistin-resistantPseudomonas aeruginosa between patients attending a pediatric cystic fibrosis center,Denton,2002,1
10.1016/0195-6701(95)90288-0,Epidemiology of Pseudomonas aeruginosa infection and the role of contamination of the environment in the Danish Cystic Fibrosis Centre,Zembrzuska-Sadkowska,2004,1
10.1016/0195-6701(83)90062-2,Epidemiology of Pseudomonas aeruginosa infection and the role of contamination of the environment in a cystic fibrosis clinic,Zimakoff,2004,1
10.1016/j.coph.2017.09.004,In vivo infection models in the pre-clinical pharmacokinetic/pharmacodynamic evaluation of antimicrobial agents,Andes,2017,2
10.1128/aac.00281-17,Comparative Pharmacodynamics of Telavancin and Vancomycin in the Neutropenic Murine Thigh and Lung Infection Models against Staphylococcus aureus,Lepak,2017,1
10.1586/14787210.2014.979789,"Efficacy of telavancin, a lipoglycopeptide antibiotic, in experimental models of Gram-positive infection",Hegde,2014,1
10.1128/aac.47.11.3602-3604.2003,"In Vitro Activity of TD-6424 against
            <i>Staphylococcus aureus</i>",Pace,2003,1
10.1016/s0966-842x(01)02175-8,The emergence and evolution of methicillin-resistant Staphylococcus aureus,Hiramatsu,2002,1
10.1097/00006454-200012000-00009,Current trends in community-acquired methicillin-resistant Staphylococcus aureus at a tertiary care pediatric facility,HUSSAIN,2003,1
10.1016/0002-9343(81)90787-7,Eradication of epidemic methicillin-gentamicin-resistant staphylococcus aureus in an intensive care nursery,Dunkle,2004,1
10.1017/s0195941700052590,Methicillin-Resistant Staphylococcus Aureus: Interstate Spread of Nosocomial Infections with Emergence of Gentamicin-Methicillin Resistant Strains,Saroglou,2016,1
10.1136/jcp.30.2.165,An outbreak of infection caused by a gentamicin-resistant Staphylococcus aureus.,Bint,2007,1
10.1128/aac.41.3.647,Evolution of extended-spectrum beta-lactam resistance (SHV-8) in a strain of Escherichia coli during multiple episodes of bacteremia,Rasheed,2018,1
10.1126/science.1375392,Cystic fibrosis: molecular biology and therapeutic implications,Collins,2006,1
10.1093/clinids/22.3.508,"Bacteremia Due to Stenotrophomonas (Xanthomonas) maltophilia: A Prospective, Multicenter Study of 91 Episodes",Muder,2011,1
10.1093/bja/40.11.825,"BINDING OF SALICYLIC ACID AND SULPHANILAMIDE IN SERUM FROM PREGNANT PATIENTS, CORD BLOOD AND SUBJECTS TAKING ORAL CONTRACEPTIVES",CRAWFORD,2007,1
10.1128/aac.45.9.2460-2467.2001,Continuous versus Intermittent Infusion of Vancomycin in Severe Staphylococcal Infections: Prospective Multicenter Randomized Study,Wysocki,2002,1
10.1128/aac.38.10.2480,Efficacies of different vancomycin dosing regimens against Staphylococcus aureus determined with a dynamic in vitro model,Duffull,2012,1
10.1016/j.jhin.2007.07.008,Device-associated nosocomial infection rates in intensive care units of seven Indian cities. Findings of the International Nosocomial Infection Control Consortium (INICC),Mehta,2007,1
10.1016/0196-6553(88)90053-3,"CDC definitions for nosocomial infections, 1988",Garner,2005,1
10.1007/s40262-012-0018-5,The Clinical Relevance of Plasma Protein Binding Changes,Roberts,2012,1
10.1186/s13054-018-2155-1,Pharmacokinetics–pharmacodynamics issues relevant for the clinical use of beta-lactam antibiotics in critically ill patients,Veiga,2018,2
10.1002/jcph.395,"Population pharmacokinetics of ceftolozane/tazobactam in healthy volunteers, subjects with varying degrees of renal function and patients with bacterial infections",Chandorkar,2014,1
10.1128/aac.00049-14,"Multicenter, Double-Blind, Randomized, Phase II Trial To Assess the Safety and Efficacy of Ceftolozane-Tazobactam plus Metronidazole Compared with Meropenem in Adult Patients with Complicated Intra-Abdominal Infections",Lucasti,2014,1
10.1128/aac.46.1.69-74.2002,"Pharmacodynamics of Gatifloxacin against
            <i>Streptococcus pneumoniae</i>
            in an In Vitro Pharmacokinetic Model: Impact of Area under the Curve/MIC Ratios on Eradication",Lister,2002,1
10.1128/aac.37.3.483,Pharmacodynamics of a fluoroquinolone antimicrobial agent in a neutropenic rat model of Pseudomonas sepsis,Drusano,2012,1
10.1128/aac.02412-14,"<i>In Silico</i>
            Detection and Typing of Plasmids using PlasmidFinder and Plasmid Multilocus Sequence Typing",Carattoli,2014,1
10.1128/mr.52.3.375-395.1988,Identification and classification of bacterial plasmids,Couturier,2020,1
10.1128/jb.58.4.475-490.1949,THE SLOW RECOVERY OF BACTERIA FROM THE TOXIC EFFECTS OF PENICILLIN,Eagle,2020,1
10.1016/s0140-6736(45)90042-0,BACTERICIDAL AND BACTERIOLYTIC ACTION OF PENICILLIN ON THE STAPHYLOCOCCUS,CHAIN,2003,1
10.1016/j.healun.2008.03.023,Multidrug-resistant Acinetobacter baumannii Pneumonia in Lung Transplant Recipients,Sopirala,2008,1
10.1128/aac.01666-15,"Daptomycin in Combination with Ceftolozane-Tazobactam or Cefazolin against Daptomycin-Susceptible and -Nonsusceptible Staphylococcus aureus in an
            <i>In Vitro</i>
            , Hollow-Fiber Model",Smith,2016,1
10.1128/aac.05033-11,Plasma and Tissue Pharmacokinetics of Cefazolin in Patients Undergoing Elective and Semielective Abdominal Aortic Aneurysm Open Repair Surgery,Douglas,2011,1
10.1007/s001340000741,Low cefpirome levels during twice daily dosing in critically ill septic patients: pharmacokinetic modelling calls for more frequent dosing,Lipman,2003,1
10.1086/491712,The Pharmacokinetic and Pharmacodynamic Properties of Vancomycin,Rybak,2005,1
10.2165/00003088-200443130-00005,Pharmacodynamics of Vancomycin and Other Antimicrobials in Patients with Staphylococcus aureus Lower Respiratory Tract Infections,Moise-Broder,2006,1
10.1086/340353,Linezolid versus Vancomycin for the Treatment of Methicillin‐Resistant<i>Staphylococcus aureus</i>Infections,Stevens,2002,1
10.1093/jac/dkq323,Determination of antibiotic dosage adjustments in patients with renal impairment: elements for success,Patel,2010,1
10.1093/jac/48.2.259,Pharmacokinetic and pharmacodynamic profile of high dose extended interval piperacillin-tazobactam,Kim,2002,1
10.1016/j.clinthera.2016.06.015,Pharmacokinetic and Pharmacodynamic Principles of Anti-infective Dosing,Onufrak,2016,1
10.1128/aac.00589-08,In Vivo Microdialysis Study of the Penetration of Daptomycin into Soft Tissues in Diabetic versus Healthy Volunteers,Kim,2008,1
10.1016/j.diabres.2008.01.009,Factors associated with treatment failure in patients with diabetic foot infections: An analysis of data from randomized controlled trials,Vardakas,2008,1
10.1111/j.1462-5822.2012.01817.x,Host-microbe interactions that shape the pathogenesis of<i>Acinetobacter baumannii</i>infection,Mortensen,2012,1
10.1128/iai.01029-08,"Role of NADPH Phagocyte Oxidase in Host Defense against Acute Respiratory
            <i>Acinetobacter baumannii</i>
            Infection in Mice",Qiu,2008,1
10.1128/aac.41.2.345,Use of a new mouse model of Acinetobacter baumannii pneumonia to evaluate the postantibiotic effect of imipenem,Joly-Guillou,2018,1
10.1128/jb.175.18.5798-5805.1993,Surface action of gentamicin on Pseudomonas aeruginosa,Kadurugamuwa,2016,1
10.1128/aac.12.2.163,Effects of Membrane-Energy Mutations and Cations on Streptomycin and Gentamicin Accumulation by Bacteria: a Model for Entry of Streptomycin and Gentamicin in Susceptible and Resistant Bacteria,Bryan,2012,1
10.1038/nrmicro862,Antimicrobial pharmacodynamics: critical interactions of 'bug and drug',Drusano,2004,1
10.1128/aac.36.12.2577,Continuous infusion of beta-lactam antibiotics,Craig,2012,1
10.1179/1973947815y.0000000050,"Telavancin activity tested against Gram-positive clinical isolates from European, Russian and Israeli hospitals (2011–2013) using a revised broth microdilution testing method: redefining the baseline activity of telavancin",Mendes,2015,1
10.1128/aac.05849-11,"Evaluation of Telavancin Activity versus Daptomycin and Vancomycin against Daptomycin-Nonsusceptible Staphylococcus aureus in an
            <i>In Vitro</i>
            Pharmacokinetic/Pharmacodynamic Model",Steed,2011,1
10.1128/aac.45.2.454-459.2001,"Bactericidal Activities of Two Daptomycin Regimens against Clinical Strains of Glycopeptide Intermediate-Resistant
            <i>Staphylococcus aureus</i>
            , Vancomycin-Resistant
            <i>Enterococcus faecium</i>
            , and Methicillin-Resistant
            <i>Staphylococcus aureus</i>
            Isolates in an In Vitro Pharmacodynamic Model with Simulated Endocardial Vegetations",Akins,2002,2
10.1128/aac.36.5.1109,Pharmacokinetics and bactericidal rates of daptomycin and vancomycin in intravenous drug abusers being treated for gram-positive endocarditis and bacteremia,Rybak,2012,1
10.1097/mcc.0000000000000235,New antibiotics and antimicrobial combination therapy for the treatment of gram-negative bacterial infections,Bassetti,2015,2
10.1056/nejmra070741,Acinetobacter Infection,Munoz-Price,2008,1
10.1097/00005792-199511000-00004,"Nosocomial Bacteremia due to Acinetobacter baumannii: Clinical Features, Epidemiology, and Predictors of Mortality",Seifert,2003,1
10.1016/0002-9343(93)90060-3,Nosocomial pneumonia in ventilated patients: A cohort study evaluating attributable mortality and hospital stay,Fagon,2004,1
10.1164/ajrccm/140.2.302,Long-term Respiratory Support and Risk of Pneumonia in Critically III Patients,Langer,2011,1
10.1016/0002-9343(81)90561-1,"Nosocomial infections in U.S. hospitals, 1975–1976",Haley,2004,1
10.1093/infdis/136.supplement.s151,Epidemiology of Nosocomial Infections Due to Gram-Negative Bacilli: Aspects Relevant to Development and Use of Vaccines,Stamm,2011,1
10.7326/0003-4819-86-4-456,"Gram-Negative Rod Bacteremia: Microbiologic, Immunologic, and Therapeutic Considerations",YOUNG,2013,1
10.1371/journal.pcbi.1001073,Pharmacodynamic Modeling of Anti-Cancer Activity of Tetraiodothyroacetic Acid in a Perfused Cell Culture System,Lin,2011,1
10.1016/j.abb.2009.01.018,Multiple molecular targets of resveratrol: Anti-carcinogenic mechanisms,Athar,2009,1
10.1038/sj.bjc.6601902,Oestrogen inhibits resveratrol-induced post-translational modification of p53 and apoptosis in breast cancer cells,Zhang,2004,1
10.1016/s0022-5347(05)64739-8,Resveratrol Induced Serine Phosphorylation Of p53 Causes Apoptosis In A Mutant p53 Prostate Cancer Cell Line,Lin,2006,1
10.1021/bi001978b,Thyroid Hormone Promotes Serine Phosphorylation of p53 by Mitogen-Activated Protein Kinase,Shih,2002,1
10.1074/jbc.273.29.18623,Identification of a Novel Inhibitor of Mitogen-activated Protein Kinase Kinase,Favata,2002,1
10.1046/j.1365-2036.1996.22164025.x,Cytokine modulation by glucocorticoids: mechanisms and actions in cellular studies.,Brattsand,2017,1
10.1016/j.drup.2016.09.002,The rapid spread of carbapenem-resistant Enterobacteriaceae,Potter,2016,1
10.1128/aac.02773-15,"Whole-Genome Sequence of a
            <i>bla</i>
            <sub>OXA-48</sub>
            -Harboring Raoultella ornithinolytica Clinical Isolate from Lebanon",Al-Bayssari,2016,1
10.1371/journal.pone.0121668,Carbapenem-Nonsusceptible Enterobacteriaceae in Taiwan,Wang,2015,1
10.1093/jac/dkp256,The changing epidemiology of resistance,Hawkey,2009,1
10.1128/aac.46.6.2014-2016.2002,"Detection of a Variant Metallo-β-Lactamase, IMP-10, from Two Unrelated Strains of
            <i>Pseudomonas aeruginosa</i>
            and an
            <i>Alcaligenes xylosoxidans</i>
            Strain",Iyobe,2002,1
10.1128/aac.38.1.71,Molecular characterization of an enterobacterial metallo beta-lactamase found in a clinical isolate of Serratia marcescens that shows imipenem resistance,Osano,2012,1
10.1128/aac.45.3.815-824.2001,"Eagle-Type Methicillin Resistance: New Phenotype of High Methicillin Resistance under
            <i>mec</i>
            Regulator Gene Control",Kondo,2002,1
10.1128/aac.40.12.2680,Suppression of methicillin resistance in a mecA-containing pre-methicillin-resistant Staphylococcus aureus strain is caused by the mecI-mediated repression of PBP 2' production,Kuwahara-Arai,2018,1
10.1016/s0022-2836(75)80086-6,Phage lambda receptor chromosomes for DNA fragments made with restriction endonuclease III of Haemophilus influenzae and restriction endonuclease I of Escherichia coli,Murray,2006,1
10.1016/0022-2836(75)90383-6,Studies on the cleavage of bacteriophage lambda DNA with EcoRI restriction endonuclease,Thomas,2005,1
10.1097/00005792-197709000-00002,INFECTIONS DUE TO STAPHYLOCOCCUS AUREUS,MUSHER,2006,1
10.1086/592577,Pharmacokinetics of Intravenous Polymyxin B in Critically Ill Patients,Zavascki,2008,1
10.1016/j.diagmicrobio.2007.08.008,Pharmacokinetics of polymyxin B1 in patients with multidrug-resistant Gram-negative bacterial infections,Kwa,2007,1
10.1093/jac/dkg468,Steady-state pharmacokinetics of intravenous colistin methanesulphonate in patients with cystic fibrosis,Li,2003,1
10.1073/pnas.83.14.5189,Mutants of Salmonella typhimurium that cannot survive within the macrophage are avirulent.,Fields,2006,1
10.1086/430611,Bacterial‐Population Responses to Drug‐Selective Pressure: Examination of Garenoxacin's Effect on<i>Pseudomonas aeruginosa</i>,Tam,2005,1
10.1128/aac.37.9.1931,Pharmacodynamic effects of extended dosing intervals of imipenem alone and in combination with amikacin against Pseudomonas aeruginosa in an in vitro model,McGrath,2012,1
10.7164/antibiotics.51.492,Total Structures of Colistin Minor Components.,IKAI,2012,1
10.1128/aac.00334-06,The Relationship between Quinolone Exposures and Resistance Amplification Is Characterized by an Inverted U: a New Paradigm for Optimizing Pharmacodynamics To Counterselect Resistance,Tam,2006,1
10.1001/jama.279.2.125,Pharmacodynamics of Levofloxacin,Preston,2003,1
10.1093/jac/12.suppl_a.101,A randomized study of ceftazidime compared to ceftazidime and tobramycin for the treatment of infections in cancer patients,Fainstein,2012,1
10.1093/jac/13.suppl_a.9,Aminoglycoside toxicity - a review of clinical studies published between 1975 and 1982,Kahlmeter,2012,1
10.1093/jac/dku561,Risk factors for acute kidney injury (AKI) in patients treated with polymyxin B and influence of AKI on mortality: a multicentre prospective cohort study,Rigatto,2015,1
10.1056/nejmra1214243,Acute Kidney Injury and Chronic Kidney Disease as Interconnected Syndromes,Chawla,2014,2
10.1038/nm.3299,The origin of scar-forming kidney myofibroblasts,Eddy,2013,1
10.1128/aac.34.11.2081,Daptomycin compared with teicoplanin and vancomycin for therapy of experimental Staphylococcus aureus endocarditis,Kaatz,2012,1
10.3201/eid0705.010508,Clinical Consequences and Cost of Limiting Use of Vancomycin for Perioperative Prophylaxis: Example of Coronary Artery Bypass Surgery,Zanetti,2009,1
10.1016/s0002-8703(99)70357-1,Diagnosis of suspected coronary artery disease in women: A cost-effectiveness analysis,Kim,2005,1
10.1177/0272989x8300300403,The Markov Process in Medical Prognosis,Beck,2007,1
10.1056/nejm197607222950403,Systemic Embolism in Chronic Sinoatrial Disorder,Fairfax,2010,1
10.1136/hrt.35.5.503,Permanent neurological deficits complicating sinoatrial block.,Samarasinghe,2007,1
10.1016/0002-9149(66)90227-x,Adams-Stokes syndrome due to sinoatrial block,Müller,2004,1
10.1128/aac.42.9.2375,"In Vivo Activities of Amoxicillin and Amoxicillin-Clavulanate against
            <i>Streptococcus pneumoniae</i>
            : Application to Breakpoint Determinations",Andes,2018,1
10.1097/00006454-199603000-00015,Pharmacokinetics and pharmacodynamics of antibiotics in otitis media,CRAIG,2003,1
10.1007/s004670000356,Progression of renal function in preterm neonates with gestational age ≤32 weeks,Gallini,2002,1
10.1016/j.coph.2017.09.010,Clinical pharmacokinetic–pharmacodynamic analyses: a critical element for developing antibacterial agents,Bhavnani,2017,1
10.1016/j.coph.2017.09.011,Pre-clinical in vitro infection models,Drusano,2017,1
10.1371/journal.pone.0101311,Analysis of Combination Drug Therapy to Develop Regimens with Shortened Duration of Treatment for Tuberculosis,Drusano,2014,1
10.1164/rccm.201304-0753oc,Assessment of Clofazimine Activity in a Second-Line Regimen for Tuberculosis in Mice,Grosset,2013,1
10.1093/cid/cit522,The Urgent Need for Clear and Accurate Information on the Polymyxins,Nation,2013,1
10.1592/phco.30.12.1279,"Resurgence of Colistin: A Review of Resistance, Toxicity, Pharmacodynamics, and Dosing",Lim,2010,1
10.1128/aac.44.12.3317-3321.2000,"Interactions of Bacterial Cationic Peptide Antibiotics with Outer and Cytoplasmic Membranes of
            <i>Pseudomonas aeruginosa</i>",Zhang,2002,1
10.1128/br.20.1.14-27.1956,THE PROPERTIES AND MODE OF ACTION OF THE POLYMYXINS,Newton,2020,1
10.7326/0003-4819-93-2-253,Meningitis Caused by Gram-Negative Bacilli,BERK,2013,1
10.1021/bi9904104,Influence of Proline Residues on the Antibacterial and Synergistic Activities of α-Helical Peptides,Zhang,2002,1
10.1128/jb.170.1.84-88.1988,Mode of action of the staphylococcinlike peptide Pep 5: voltage-dependent depolarization of bacterial and artificial membranes,Kordel,2016,1
10.1007/bf01869983,Statistical analysis of alamethicin channels in black lipid membranes,Boheim,2005,1
10.1007/bf01868075,The nature of the voltage-dependent conductance induced by alamethicin in black lipid membranes,Eisenberg,2005,1
10.1016/0014-5793(71)80369-1,The conformation of alamethicin,McMullen,2002,1
10.1016/0022-2836(70)90075-6,Nuclear magnetic resonance studies of the polypeptide alamethicin and its interaction with phospholipids,Hauser,2005,1
10.1016/j.ijantimicag.2010.02.013,Augmented renal clearance in the Intensive Care Unit: an illustrative case series,Udy,2010,1
10.2165/11318140-000000000-00000,Augmented Renal Clearance,Udy,2009,1
10.1128/aac.00182-11,Pharmacokinetic/Pharmacodynamic (PK/PD) Indices of Antibiotics Predicted by a Semimechanistic PKPD Model: a Step toward Model-Based Dose Optimization,Nielsen,2011,1
10.1128/aac.01586-06,Concentration-Effect Relationship of Ceftazidime Explains Why the Time above the MIC Is 40 Percent for a Static Effect In Vivo,Mouton,2007,1
10.1093/clinids/13.supplement_10.s790,Role of Antimicrobial Pharmacokinetics and Pharmacodynamics in Surgical Prophylaxis,Redington,2011,1
10.5694/j.1326-5377.1970.tb63262.x,ACUTE RENAL FAILURE DUE TO OVERDOSAGE OF COLISTIN,Brown,2019,1
10.1056/nejm196204122661505,Neurotoxic and Nephrotoxic Effects of Colistin in Patients with Renal Disease,Wolinsky,2010,1
10.1016/s0022-5347(17)68971-7,Use of Polymyxin in Gram Negative Urinary Tract Infections,Pulaski,2017,1
10.1093/infdis/144.6.583,An Artificial Capillary in Vitro Kinetic Model of Antibiotic Bactericidal Activity,Zinner,2011,1
10.1093/jac/22.6.811,Outer membrane proteins of polymyxin resistant <i>Pseudomonas aeruginosa</i>: effect of magnesium depletion,Shand,2007,1
10.7326/0003-4819-138-1-200301070-00010,Towards Complete and Accurate Reporting of Studies of Diagnostic Accuracy: The STARD Initiative,Bossuyt,2013,1
10.1172/jci114502,"Expression of two ""immediate early"" genes, Egr-1 and c-fos, in response to renal ischemia and during compensatory renal hypertrophy in mice.",Ouellette,2008,1
10.1042/bj0650464,Studies on glucosaminidase. <i>N</i>-Acetyl-β-glucosaminidase in rat kidney,Pugh,2015,1
10.1086/424846,Diagnosis and Treatment of Diabetic Foot Infections,Lipsky,2004,1
10.1177/153857449703100403,"Prospective, Randomized Comparison of Ampicillin/Sulbactam and Cefoxitin for Diabetic Foot Infections",Erstad,2007,1
10.1001/archsurg.1992.01420050145019,Trends in the Care of the Diabetic Foot,LoGerfo,2011,1
10.1093/nar/gkm958,"DrugBank: a knowledgebase for drugs, drug actions and drug targets",Wishart,2007,1
10.1038/nrd892,The druggable genome,Hopkins,2004,1
10.1016/s0169-409x(96)00423-1,Experimental and computational approaches to estimate solubility and permeability in drug discovery and development settings,Lipinski,2002,1
10.1007/bf00129753,Development of an automatic estimation system for both the partition coefficient and aqueous solubility,Suzuki,2004,1
10.1002/cite.330370802,Eine einfache Korrelation zwischen Wasserlöslichkeit und Struktur von Kohlenwasserstoffen und Halogenkohlenwasserstoffen,Irmann,2004,1
10.1016/j.ijantimicag.2016.06.023,Molecular mechanisms of polymyxin resistance: knowns and unknowns,Baron,2016,1
10.1016/j.ijantimicag.2015.01.010,Acquisition of extended-spectrum cephalosporin- and colistin-resistant Salmonella enterica subsp. enterica serotype Newport by pilgrims during Hajj,Olaitan,2015,1
10.1128/cvi.00314-12,Acquisition of Meningococcal Serogroup W-135 Carriage in Turkish Hajj Pilgrims Who Had Received the Quadrivalent Meningococcal Polysaccharide Vaccine,Ceyhan,2012,1
10.1128/jcm.42.4.1764-1765.2004,"PCR-Based Assay for Detection of
            <i>Neisseria meningitidis</i>
            Capsular Serogroups 29E, X, and Z",Bennett,2004,1
10.1128/jcm.40.1.75-79.2002,Detection of Meningococcal Carriage by Culture and PCR of Throat Swabs and Mouth Gargles,Jordens,2002,1
10.1093/jac/dkm370,Mathematical modelling response of Pseudomonas aeruginosa to meropenem,Tam,2007,1
10.1016/s0891-5520(03)00058-8,Polymyxins:,Hermsen,2005,1
10.1016/j.ijantimicag.2009.11.005,Variability of polymyxin B major components in commercial formulations,He,2010,1
10.1128/aac.47.8.2659-2662.2003,Polymyxin B Nephrotoxicity and Efficacy against Nosocomial Infections Caused by Multiresistant Gram-Negative Bacteria,Ouderkirk,2003,2
10.1128/jcm.32.11.2677-2681.1994,Characterization of a hospital outbreak of imipenem-resistant Acinetobacter baumannii by phenotypic and genotypic typing methods,Tankovic,2020,1
10.1128/aac.47.6.1824-1831.2003,Worldwide Assessment of Linezolid's Clinical Safety and Tolerability: Comparator-Controlled Phase III Studies,Rubinstein,2003,1
10.1128/aac.01585-08,"Pharmacodynamics of Vancomycin at Simulated Epithelial Lining Fluid Concentrations against Methicillin-Resistant
            <i>Staphylococcus aureus</i>
            (MRSA): Implications for Dosing in MRSA Pneumonia",Harigaya,2009,1
10.1128/aac.00006-09,"Pharmacodynamics of Levofloxacin in a Murine Pneumonia Model of
            <i>Pseudomonas aeruginosa</i>
            Infection: Determination of Epithelial Lining Fluid Targets",Louie,2009,1
10.1378/chest.08-1116,Predictors of 30-Day Mortality and Hospital Costs in Patients With Ventilator-Associated Pneumonia Attributed to Potentially Antibiotic-Resistant Gram-Negative Bacteria,Kollef,2008,1
10.1378/chest.128.6.3854,Epidemiology and Outcomes of Health-care–Associated Pneumonia,Kollef,2005,1
10.1164/ajrccm.165.7.2105078,Ventilator-associated Pneumonia,Chastre,2013,1
10.1164/ajrccm/143.5_pt_1.1055,Diagnosis of Nosocomial Pneumonia in Mechanically Ventilated Patients: Comparison of a Plugged Telescoping Catheter with the Protected Specimen Brush,Pham,2013,1
10.1016/0002-9343(81)90595-7,Risk factors for postoperative pneumonia,Garibaldi,2004,1
10.1016/0002-9343(80)90357-5,Deaths from nosocomial infections: Experience in a university hospital and a community hospital,Gross,2004,1
10.1097/00003246-197407000-00006,Infection control in critical care units,SANFORD,2006,1
10.1016/s0195-6701(96)90129-2,Stenotrophomonas maltophilia bacteraemia in cancer patients: report on 31 cases,Krcmery,2004,1
10.1093/clinids/21.5.1134,"Spectrum of 2,836 Cases of Invasive Bacterial or Fungal Infections in Children: Results of Prospective Nationwide Five-Year Surveillance in Finland",Saarinen,2011,1
10.1128/aac.38.6.1386,"Effect of 2',3'-didehydro-3'-deoxythymidine in an in vitro hollow-fiber pharmacodynamic model system correlates with results of dose-ranging clinical studies",Bilello,2012,1
10.1093/carcin/20.2.237,Resveratrol suppresses cell transformation and induces apoptosis through a p53-dependent pathway,Huang,2002,1
10.1128/aac.01273-07,In Vivo Pharmacodynamics of Ceftobiprole against Multiple Bacterial Pathogens in Murine Thigh and Lung Infection Models,Craig,2008,1
10.1186/1471-2334-6-55,Neutropenia induced in outbred mice by a simplified low-dose cyclophosphamide regimen: characterization and applicability to diverse experimental models of infectious diseases,Zuluaga,2006,1
10.1128/aac.42.4.862,"Efficacy of Trovafloxacin against Penicillin-Susceptible and Multiresistant Strains of
            <i>Streptococcus pneumoniae</i>
            in a Mouse Pneumonia Model",Bédos,2018,1
10.1016/0169-2607(92)90103-e,"APIS: a software for model identification, simulation and dosage regimen calculations in clinical and experimental pharmacokinetics",Iliadis,2003,1
10.1002/jps.2600780911,Application of Bayesian Estimation for the Prediction of an Appropriate Dosage Regimen of Amikacin,Garraffo,2006,1
10.1093/infdis/130.2.150,The Unpredictability of Serum Concentrations of Gentamicin: Pharmacokinetics of Gentamicin in Patients with Normal and Abnormal Renal Function,Kaye,2011,1
10.1016/j.diagmicrobio.2012.11.024,Update of dalbavancin spectrum and potency in the USA: report from the SENTRY Antimicrobial Surveillance Program (2011),Jones,2013,1
10.1016/j.diagmicrobio.2005.03.004,Dalbavancin activity against selected populations of antimicrobial-resistant Gram-positive pathogens,Streit,2005,1
10.1128/aac.48.3.1061-1064.2004,"Activities of Dalbavancin In Vitro and in a Rabbit Model of Experimental Endocarditis Due to
            <i>Staphylococcus aureus</i>
            with or without Reduced Susceptibility to Vancomycin and Teicoplanin",Lefort,2004,1
10.1179/joc.2001.13.3.244,"<i>In Vitro</i>Evaluation of BI 397, a Novel Glycopeptide Antimicrobial Agent",Jones,2014,1
10.1128/cmr.8.4.585,Current perspectives on glycopeptide resistance,Woodford,2018,1
10.1038/ki.2009.289,Dialysis-requiring acute renal failure increases the risk of progressive chronic kidney disease,Lo,2009,1
10.1038/ja.2015.127,Anthelmintic closantel enhances bacterial killing of polymyxin B against multidrug-resistant Acinetobacter baumannii,Tran,2015,1
10.1111/tid.12210,Polymyxin use as a risk factor for colonization or infection with polymyxin-resistant<i>Acinetobacter baumannii</i>after liver transplantation,Freire,2014,1
10.1016/j.jcrc.2010.12.018,Bloodstream infection after elective liver transplantation is associated with increased mortality in patients with cirrhosis,Karvellas,2011,1
10.1053/jlts.2002.36239,Risk factors for invasive aspergillosis in liver transplant recipients,Fortún,2002,1
10.1128/aac.00351-09,Meropenem Pharmacokinetics in the Newborn,van den Anker,2009,1
10.1056/nejm199207233270401,Intravenous Immune Globulin for the Prevention of Nosocomial Infection in Low-Birth-Weight Neonates,Baker,2010,1
10.1016/0002-9343(84)90322-x,Prolonged interval high-dose intravenous immunoglobulin in patients with primary immunodeficiency states,Montanaro,2004,1
10.1007/bf00918361,Individual patient variations in the kinetics of intravenous immune globulin administration,Pirofsky,2005,1
10.1038/nbt1196-1516,Genomic sciences and the medicine of tomorrow,Drews,2004,1
10.1177/009286159603000113,Innovation Deficit in the Pharmaceutical Industry,Drews,2012,1
10.1093/jac/dkv165,The ADMIN-ICU survey: a survey on antimicrobial dosing and monitoring in ICUs,Tabah,2015,1
10.1128/aac.00554-15,Colistin Population Pharmacokinetics after Application of a Loading Dose of 9 MU Colistin Methanesulfonate in Critically Ill Patients,Karaiskos,2015,1
10.1093/cid/cir611,Incidence of and Risk Factors for Colistin-Associated Nephrotoxicity in a Large Academic Health System,Pogue,2011,1
