DOI,title,author,year,times_seen
10.1128/aac.43.3.623,Optimizing Aminoglycoside Therapy for Nosocomial Pneumonia Caused by Gram-Negative Bacteria,Kashuba,2018,2
10.5694/j.1326-5377.1977.tb113913.x,EVALUATION OF NEPHROTOXIC AND OTOTOXIC EFFECTS OF TOBRAMYCIN IN WORLDWIDE STUDY,Bendush,2019,1
10.1093/infdis/130.6.656,Renal Parenchymal Accumulation of Aminoglycoside Antibiotics in Rats,Luft,2011,1
10.1093/cid/cis545,Does the Piperacillin Minimum Inhibitory Concentration for Pseudomonas aeruginosa Influence Clinical Outcomes of Children With Pseudomonal Bacteremia?,Tamma,2012,1
10.1128/aac.41.4.721,Importance of beta-lactamase inhibitor pharmacokinetics in the pharmacodynamics of inhibitor-drug combinations: studies with piperacillin-tazobactam and piperacillin-sulbactam,Lister,2018,1
10.3201/eid0702.010238,Controversies about Extended-Spectrum and AmpC Beta-Lactamases,Thomson,2009,1
10.5863/1551-6776-22.6.467,Therapeutic Drug Monitoring of Prolonged Infusion Aztreonam for Multi-Drug Resistant Pseudomonas aeruginosa: A Case Report,Cies,2017,2
10.2165/00003088-200645110-00003,Guidelines on Paediatric Dosing on the Basis of Developmental Physiology and Pharmacokinetic Considerations,Bartelink,2006,1
10.2165/00003088-200645010-00001,"Prediction of Cytochrome P450-Mediated Hepatic Drug Clearance in Neonates, Infants and Children",Bj??rkman,2006,1
10.1016/0006-2952(94)90520-7,Utility of in vitro drug metabolism data in predicting in vivo metabolic clearance,Brian Houston,2002,1
10.1016/0006-2952(92)90332-d,Induction of propranolol metabolism by the azo dye sudan III in rats,Ishida,2002,1
10.1016/0009-2797(84)90080-2,Induction of hepatic microsomal drug metabolism by azo compounds: A structure-activity relationship,Fujita,2002,1
10.1016/s0021-9258(19)52451-6,PROTEIN MEASUREMENT WITH THE FOLIN PHENOL REAGENT,Lowry,2021,1
10.1085/jgp.19.2.283,ACETYLATION OF TYROSINE IN PEPSIN,Herriott,2004,1
10.1128/aac.33.12.2083,Structure-activity relationships of fluorinated nucleoside analogs and their synergistic effect in combination with phosphonoformate against human immunodeficiency virus type 1,Koshida,2012,1
10.1016/s0140-6736(89)91308-1,ASSESSMENT OF CLINICAL CRITERIA FOR IDENTIFICATION OF SEVERE ACUTE LOWER RESPIRATORY TRACT INFECTIONS IN CHILDREN,Campbell,2003,1
10.1016/s0140-6736(88)90213-9,SIMPLE CLINICAL SIGNS FOR DIAGNOSIS OF ACUTE LOWER RESPIRATORY INFECTIONS,Campbell,2003,1
10.1016/0035-9203(86)90241-5,"Acute respiratory infections in children under five years. Control project in Bagamoyo District, Tanzania",Mtango,2004,1
10.2105/ajph.70.12.1286,How many die? A set of demographic estimates of the annual number of infant and child deaths in the world.,Gwatkin,2008,1
10.1002/phar.1476,Pharmacokinetics of Continuous-Infusion Meropenem in a Pediatric Patient Receiving Extracorporeal Life Support,Cies,2014,1
10.1128/aac.00656-13,Pharmacological Basis of β-Lactamase Inhibitor Therapeutics: Tazobactam in Combination with Ceftolozane,VanScoy,2013,1
10.1093/biomet/66.2.237,A Bayesian extension of the minimum AIC procedure of autoregressive model fitting,AKAIKE,2007,1
10.1046/j.1523-1755.2003.00928.x,Differential gene expression following early renal ischemia/reperfusion,Supavekin,2004,1
10.1126/science.286.5439.531,Molecular Classification of Cancer: Class Discovery and Class Prediction by Gene Expression Monitoring,Golub,2002,1
10.1093/jac/dkx209,Too much of a good thing: a retrospective study of β-lactam concentration–toxicity relationships,Imani,2017,4
10.1517/14740338.2012.643866,Adverse reactions to β-lactam antimicrobials,Lagacé-Wiens,2012,1
10.1016/j.ajem.2013.09.017,Computerized provider order entry improves compliance of vancomycin dosing guidelines in the emergency department,Frankel,2013,1
10.1001/jama.1997.03540280050033,Factors Related to Errors in Medication Prescribing,Lesar,2011,1
10.1016/s0378-4347(00)82563-3,"Determination of tazobactam and piperacillin in human plasma, serum, bile and urine by gradient elution reversed-phase high-performance liquid chromatography",Ocampo,2002,1
10.1016/s0378-4347(00)81779-x,Analysis of piperacillin using high-performance liquid chromatography,Aravind,2002,1
10.1002/cpt197926141,Piperacillin kinetics,Batra,2016,1
10.1212/01.wnl.0000187079.12413.6a,Cefepime- and cefixime-induced encephalopathy in a patient with normal renal function,Capparelli,2006,1
10.1177/0091270006286433,Population Pharmacokinetics of Oxycodone in Children 6 Months to 7 Years Old,El-Tahtawy,2006,1
10.1016/0304-3959(96)03149-1,Mothers' attitudes and behavior toward medicating children's pain,Forward,2002,1
10.1016/0304-3959(93)90165-l,Patient-related barriers to management of cancer pain,Ward,2003,1
10.1016/0885-3924(91)90518-9,Correlation of patient and caregiver ratings of cancer pain,Grossman,2004,1
10.7326/0003-4819-78-2-173,Undertreatment of Medical Inpatients with Narcotic Analgesics,MARKS,2013,1
10.1016/s1473-3099(14)70036-2,Individualised antibiotic dosing for patients who are critically ill: challenges and potential solutions,Roberts,2014,1
10.1093/jac/45.4.483,Levofloxacin penetrates human monocytes and enhances intracellular killing of Staphylococcus aureus and Pseudomonas aeruginosa,Smith,2002,1
10.1128/aac.31.10.1529,Effect of quinolones and other antimicrobial agents on cell-associated Legionella pneumophila,Havlichek,2012,1
10.1097/inf.0b013e31829ff7aa,"Simplified Antibiotic Regimens for the Management of Clinically Diagnosed Severe Infections in Newborns and Young Infants in First-level Facilities in Karachi, Pakistan",Zaidi,2013,1
10.1097/inf.0b013e318256f86c,Community-based Treatment of Serious Bacterial Infections in Newborns and Young Infants,Zaidi,2012,1
10.1124/jpet.300.2.361,The Ontogeny of Human Drug-Metabolizing Enzymes: Phase II Conjugation Enzymes and Regulatory Mechanisms: Table 1,McCarver,2003,1
10.1007/bf00332483,Cytosolic epoxide hydrolase in humans: development and tissue distribution,Pacifici,2004,1
10.1159/000137807,Epoxide Hydrolase in Human Fetal Liver,Pacifici,2008,1
10.1093/jac/dkaa468,Population pharmacokinetics and dosing optimization of azlocillin in neonates with early-onset sepsis: a real-world study,Wu,2020,1
10.1086/514622,The Pharmacodynamics of β‐Lactams,Turnidge,2007,1
10.1128/jb.58.4.475-490.1949,THE SLOW RECOVERY OF BACTERIA FROM THE TOXIC EFFECTS OF PENICILLIN,Eagle,2020,1
10.1001/jama.1995.03530200027032,A Controlled Trial to Improve Care for Seriously III Hospitalized Patients,Connors,2011,1
10.1016/s0022-5223(19)43068-7,Epileptogenic threshold of parenteral penicillin in dogs,Wyant,2019,1
10.1016/s0022-5223(19)43391-6,Penicillin epilepsy,Dobell,2019,1
10.1097/01.ccm.0000217961.75225.e9,Duration of hypotension before initiation of effective antimicrobial therapy is the critical determinant of survival in human septic shock*,Kumar,2006,1
10.1086/377200,<i>Pseudomonas aeruginosa</i>Bacteremia: Risk Factors for Mortality and Influence of Delayed Receipt of Effective Antimicrobial Therapy on Clinical Outcome,Kang,2003,1
10.1111/j.1365-2796.1992.tb00946.x,Patients at risk for inappropriate antibiotic treatment of bacteraemia,LEIBOVICI,2009,1
10.1001/archinte.1985.00360100064009,Antibiotic-Resistant Flora in Nursing Home Patients Admitted to the Hospital,Gaynes,2011,1
10.1053/j.ackd.2005.07.013,Epidemiology of Pediatric Chronic Kidney Disease,Chadha,2005,1
10.1097/00003246-200010000-00006,Pharmacokinetics and dosing regimen of meropenem in critically ill patients receiving continuous venovenous hemofiltration,Ververs,2003,1
10.2165/00003088-199324050-00002,Drug Dosage in Patients during Continuous Renal Replacement Therapy,Reetze-Bonorden,2009,1
10.5144/0256-4947.2015.423,"Maternal colonization of group B streptococcus: prevalence, associated factors and antimicrobial resistance",Khan,2017,1
10.3923/jms.2008.574.578,"Vaginal Colonization of Group B Streptococci During Late Pregnancy in Southeast of Iran: Incidence, Serotype Distribution and Susceptibility to Antibiotics",Mansouri,2009,1
10.1007/s100960100505,Serotyping and Antimicrobial Susceptibility of Group B Streptococcus Over an Eight-Year Period in Southern Taiwan,Ko,2003,1
10.1111/j.1365-2125.1994.tb04260.x,The renal clearance of cefuroxime and ceftazidime and the effect of probenecid on their tubular excretion.,Verhagen,2012,1
10.2165/00003088-198106020-00004,Clinical Pharmacokinetics of Probenecid,Cunningham,2007,1
10.1128/aac.01183-09,"Clinical Pharmacodynamics of Cefepime in Patients Infected with
            <i>Pseudomonas aeruginosa</i>",Crandon,2009,1
10.1128/aac.47.11.3442-3447.2003,"Cefepime versus Imipenem-Cilastatin for Treatment of Nosocomial Pneumonia in Intensive Care Unit Patients: a Multicenter, Evaluator-Blind, Prospective, Randomized Study",Zanetti,2003,1
10.1093/jac/32.suppl_b.165,A comparative study of cefepime and ceftazidime in the treatment of community-acquired lower respiratory tract infections,Leophonte,2012,1
10.1016/s0021-9258(18)84277-6,ON TYROSINE AND TRYPTOPHANE DETERMINATIONS IN PROTEINS,Folin,2021,1
10.1016/s0021-9258(18)85884-7,"COLORIMETRIC METHODS FOR THE SEPARATE DETERMINATION OF TYROSINE, TRYPTOPHANE, AND CYSTINE IN PROTEINS",Folin,2021,1
10.1128/aac.25.5.633,"Antibacterial activities of ciprofloxacin, norfloxacin, oxolinic acid, cinoxacin, and nalidixic acid",Barry,2012,1
10.1186/s13054-019-2378-9,Optimization of the treatment with beta-lactam antibiotics in critically ill patients—guidelines from the French Society of Pharmacology and Therapeutics (Société Française de Pharmacologie et Thérapeutique—SFPT) and the French Society of Anaesthesia and Intensive Care Medicine (Société Française d’Anesthésie et Réanimation—SFAR),Guilhaumou,2019,1
10.1093/jac/dkn522,Plasma and peritoneal concentration following continuous infusion of cefotaxime in patients with secondary peritonitis,Seguin,2009,1
10.1093/jac/dkh268,Perioperative pharmacokinetics of cefotaxime in serum and bile during continuous and intermittent infusion in liver transplant patients,Buijk,2004,1
10.1093/jac/36.suppl_a.191,Meropenem versus imipenem/cilastatin in intra-abdominal infections requiring surgery,Geroulanos,2012,1
10.1016/j.jchromb.2008.01.037,"Simultaneous determination of five β-lactam antibiotics (cefepim, ceftazidim, cefuroxim, meropenem and piperacillin) in human plasma by high-performance liquid chromatography with ultraviolet detection",Denooz,2008,1
10.1136/archdischild-2015-308255,Variation in paediatric hospital antibiotic guidelines in Europe,Spyridis,2015,1
10.1542/peds.2011-1330,Urinary Tract Infection: Clinical Practice Guideline for the Diagnosis and Management of the Initial UTI in Febrile Infants and Children 2 to 24 Months,Roberts,2011,1
10.1097/01.pec.0000081238.98249.40,Validation of a decision rule identifying febrile young girls at high risk for urinary tract infection,GORELICK,2004,1
10.1001/jama.277.6.488,Clinical prediction rules. A review and suggested modifications of methodological standards,Laupacis,2003,1
10.1016/s0002-9343(96)00110-6,Safety of cefepime: A new extended-spectrum parenteral cephalosporin,Neu,2002,1
10.1016/0002-9343(85)90271-2,Advances in cephalosporin therapy,Neu,2004,1
10.1016/0002-9343(85)90267-0,Ceftazidime in the treatment of nosocomial sepsis,Young,2004,1
10.1016/s0002-9343(84)80094-7,Multicenter Clinical Trial of Cefoperazone Sodium in the United States,Cohen,2014,1
10.1093/clinids/5.supplement_1.s145,Cefoperazone for the Treatment of Acute Urinary Tract Infection: Multicentered Comparative and Noncomparative Studies,File,2011,1
10.1136/ard.44.11.729,Amyloid arthropathy in patients undergoing periodical haemodialysis for chronic renal failure: a new complication.,Munoz-Gomez,2008,1
10.1111/j.0954-6820.1971.tb07458.x,DIAGNOSIS OF SECONDARY GENERALIZED AMYLOIDOSIS BY FINE NEEDLE BIOPSY OF THE SKIN,Westermark,2010,1
10.1093/jac/dkq184,Flucloxacillin dosing in critically ill patients with hypoalbuminaemia: special emphasis on unbound pharmacokinetics,Ulldemolins,2010,1
10.1007/bf01833876,"Dicloxacillin and flucloxacillin: Pharmacokinetics, protein binding and serum bactericidal titers in healthy subjects after oral administration",Røder,2005,1
10.3109/00365548609032348,Single-dose Pharmacokinetics of Dicloxacillin in Healthy Subjects of Young and Old Age,Löfgren,2007,1
10.1016/s0140-6736(71)91873-3,RAPID EVALUATION OF CREATININE CLEARANCE,Siersbæk-Nielsen,2003,1
10.1038/nrneurol.2012.183,Sepsis-associated encephalopathy,Gofton,2012,1
10.1016/s0378-4347(98)00407-1,Alternative method for determination of ceftazidime in plasma by high-performance liquid chromatography,Hanes,2002,1
10.1128/aac.42.7.1842,Dosing of Aminoglycosides To Rapidly Attain Pharmacodynamic Goals and Hasten Therapeutic Response by Using Individualized Pharmacokinetic Monitoring of Patients with Pneumonia Caused by Gram-Negative Organisms,Kashuba,2018,1
10.1093/infdis/129.2.187,Antibacterial Activity in Serum and Urine as a Therapeutic Guide in Bacterial Infections,Klastersky,2011,1
10.1007/s40262-015-0291-1,Pharmacokinetic Studies in Neonates: The Utility of an Opportunistic Sampling Design,Leroux,2015,1
10.1016/j.cmpb.2007.12.002,Computing normalised prediction distribution errors to evaluate nonlinear mixed-effect models: The npde add-on package for R,Comets,2008,1
10.2307/2532694,Adjusted P-Values for Simultaneous Inference,Wright,2006,1
10.1097/00000658-194512260-00021,PRINCIPLES AND PRACTICE OF PENICILLIN THERAPY IN DISEASES OF THE NERVOUS SYSTEM,Walker,2008,1
10.1038/jp.2008.167,Care-seeking practices in rural Rajasthan: barriers and facilitating factors,Mohan,2008,1
10.1016/s0140-6736(05)66836-5,"Local understandings of vulnerability and protection during the neonatal period in Sylhet district, Bangladesh: a qualitative study",Winch,2005,1
10.1016/0277-9536(87)90276-0,"Cultural dimensions of hot, cold and sema in Sinhalese health culture",Nichter,2002,1
10.1038/jp.2010.154,Effect of ampicillin on bleeding time in very low birth-weight neonates during the first week after birth,Sheffield,2011,1
10.1160/th09-11-0799,Platelet function testing and risk of bleeding complications,Ferreiro,2010,1
10.1007/bf00558225,Pharmacokinetics of midazolam in patients recovering from cardiac surgery,Maitre,2004,1
10.1002/j.1875-9114.1985.tb03411.x,"Midazolam: The First Water-soluble Benzodiazepine; Pharmacology, Pharmacokinetics and Efficacy in Insomnia and Anesthesia",Kanto,2015,1
10.1177/106002809402800910,Meropenem: A New Carbapenem Antimicrobial,Pryka,2017,1
10.1128/aac.33.8.1232,"Comparative in vitro activity of SM7338, a new carbapenem antimicrobial agent",Sentochnik,2012,1
10.1128/jcm.44.5.1659-1664.2006,Trends in Production of Extended-Spectrum β-Lactamases among Enterobacteria of Medical Interest: Report of the Second Italian Nationwide Survey,Luzzaro,2006,1
10.1056/nejmra041359,The New β-Lactamases,Jacoby,2005,1
10.1128/aac.42.1.53,"Epidemiology and Successful Control of a Large Outbreak Due to
            <i>Klebsiella pneumoniae</i>
            Producing ExtendedSpectrum β-Lactamases",Peña,2018,1
10.1093/infdis/124.supplement_1.s24,A Virulent Nosocomial Klebsiella with a Transferable R Factor for Gentamicin: Emergence and Suppression,Martin,2011,1
10.1128/aac.02446-17,Avibactam Pharmacokinetic/Pharmacodynamic Targets,Nichols,2018,1
10.1002/psp4.32,Quantifying and Communicating Uncertainty in Preclinical Human Dose-Prediction,Sundqvist,2015,1
10.1016/j.ejps.2014.02.010,"In vivo methods for drug absorption – Comparative physiologies, model selection, correlations with in vitro methods (IVIVC), and applications for formulation/API/excipient characterization including food effects",Sjögren,2014,1
10.1007/s11095-012-0844-z,An In Vitro Methodology for Forecasting Luminal Concentrations and Precipitation of Highly Permeable Lipophilic Weak Bases in the Fasted Upper Small Intestine,Psachoulias,2012,1
10.1007/s11095-006-9209-9,Estimation of Intragastric Solubility of Drugs: In What Medium?,Vertzoni,2007,1
10.1023/a:1023493821302,,Chen,2003,1
10.1128/aac.47.10.3170-3178.2003,Population Pharmacokinetics of Ciprofloxacin in Pediatric and Adolescent Patients with Acute Infections,Payen,2003,1
10.1007/s002280100306,Comparison of nonlinear mixed-effect and non-parametric expectation maximisation modelling for Bayesian estimation of carboplatin clearance in children,Patoux,2003,1
10.1128/aac.19.3.450,Piperacillin pharmacokinetics in subjects with chronic renal failure,Thompson,2012,1
10.1016/j.drup.2011.02.005,Conserving antibiotics for the future: New ways to use old and new drugs from a pharmacokinetic and pharmacodynamic perspective,Mouton,2011,1
10.1128/aac.43.10.2473,Use of Pharmacodynamic Indices To Predict Efficacy of Combination Therapy In Vivo,Mouton,2018,1
10.1093/infdis/140.4.629,Comparison of Techniques for Measurement of in Vitro Antibiotic Synergism,Norden,2011,1
10.1097/01.tp.0000235533.29300.e7,Multidrug Resistance Protein 2 Genetic Polymorphisms Influence Mycophenolic Acid Exposure in Renal Allograft Recipients,Naesens,2006,1
10.1097/01.asn.0000094083.82845.fa,Impaired Renal Secretion of Substrates for the Multidrug Resistance Protein 2 in Mutant Transport–Deficient (TR−) Rats,Masereeuw,2004,1
10.1111/j.1399-3046.2011.01502.x,Cystatin C and neutrophil gelatinase-associated lipocalin as markers of renal function in pediatric heart transplant recipients,Abraham,2011,1
10.1002/lt.20881,Estimation of glomerular filtration rates after orthotopic liver transplantation: Evaluation of cystatin C–based equations,Gerhardt,2006,1
10.1016/j.ijantimicag.2017.02.020,Target attainment with continuous dosing of piperacillin/tazobactam in critical illness: a prospective observational study,Aardema,2017,1
10.1016/j.ijantimicag.2015.02.014,Pharmacokinetics of piperacillin in critically ill patients receiving continuous venovenous haemofiltration: A randomised controlled trial of continuous infusion versus intermittent bolus administration,Jamal,2015,1
10.1128/aac.39.2.431,Amoxicillin pharmacokinetics in preterm infants with gestational ages of less than 32 weeks,Huisman-de Boer,2012,1
10.2165/00003088-200544050-00007,Pharmacokinetic Evaluation of Meropenem and Imipenem in Critically Ill Patients with Sepsis,Novelli,2006,1
10.1093/jac/43.4.523,Continuous infusion versus intermittent administration of meropenem in critically ill patients,Thalhammer,2002,1
10.1007/bf01690745,Antibiotic selection factors and description of a hospital-based outpatient antibiotic therapy program in the USA,Craig,2005,1
10.1016/0002-9343(87)90688-7,Multicenter collaborative evaluation of a standardized serum bactericidal test as a predictor of therapeutic efficacy in acute and chronic osteomyelitis,Weinstein,2004,1
10.1016/s0022-3476(78)80455-7,Oral antibiotic therapy for skeletal infections of children,Tetzlaff,2006,1
10.1016/s0022-3476(78)80095-x,Antibiotic concentrations in pus and bone of children with osteomyelitis,Tetzlaff,2006,1
10.1093/infdis/124.6.565,Experimental Osteomyelitis. II. Therapeutic Trials and Measurement of Antibiotic Levels in Bone,Norden,2011,1
10.1111/bcp.12053,Duration of vancomycin treatment for coagulase-negative<i>Staphylococcus</i>sepsis in very low birth weight infants,Linder,2012,1
10.1542/peds.2005-0552,Seventy-Five Years of Neonatal Sepsis at Yale: 1928–2003,Bizzarro,2005,1
10.1001/jama.292.19.2357,Neurodevelopmental and Growth Impairment Among Extremely Low-Birth-Weight Infants With Neonatal Infection,Stoll,2004,1
10.1016/0006-2952(90)90314-b,Sex difference in antipyrine 3-hydroxylation,Buters,2002,1
10.1016/j.ijantimicag.2014.01.027,Prolonged infusion versus intermittent boluses of β-lactam antibiotics for treatment of acute infections: a meta-analysis,Teo,2014,1
10.5414/cpp43360,Cefepime in critically ill patients: continuous infusion vs. an intermittent dosing regimen,Georges,2011,1
10.1097/ftd.0b013e318067de5c,Amoxicillin Pharmacokinetics in (Preterm) Infants Aged 10 to 52 Days: Effect of Postnatal Age,Pullen,2007,1
10.1542/peds.103.4.e49,Why Do Newborn Infants Have a High Plasma Creatinine?,Guignard,2004,1
10.1113/expphysiol.1984.sp002861,PERINATAL DEVELOPMENT OF TUBULAR FUNCTION IN THE PIG,Alt,2014,1
10.1097/qco.0b013e32835d19e0,How should we dose antibiotics for pneumonia in the ICU?,Udy,2013,1
10.1345/aph.1q708,Augmented Renal Clearance in the Critically Ill: How to Assess Kidney Function,Grootaert,2012,1
10.1093/ndt/gfh707,Assessment of renal function in recently admitted critically ill patients with normal serum creatinine,Hoste,2005,1
10.1097/00000542-198712000-00031,Two-hour <i>Versus</i>  22-hour Creatinine Clearance in Critically III Patients,SLADEN,2006,1
10.1016/0163-4453(93)92815-e,"Septic shock in critically ill patients: Aetiology, management and outcome",Dahmash,2005,1
10.1097/00003246-198308000-00013,Naloxone in septic shock,GROEGER,2006,1
10.2215/cjn.10741011,Pharmacokinetics and Pharmacodynamics of Piperacillin-Tazobactam in 42 Patients Treated with Concomitant CRRT,Bauer,2012,1
10.1097/ftd.0b013e3181e60ca6,Prospective Determination of Serum Ceftazidime Concentrations in Intensive Care Units,Aubert,2010,1
10.1093/jac/33.3.563,Conditions for the emergence of resistance to cefpirome and ceftazidime in experimental endocarditis due to <i>Pseudomonas aeruginosa</i>,Fantin,2007,1
10.1016/s0277-9536(97)00195-0,Treatment-seeking behaviour for malaria: A typology based on endemicity and gender,Tanner,2003,1
10.1016/0277-9536(93)90249-4,Determining malaria effects in rural Colombia,Bonilla,2002,1
10.1016/0277-9536(93)90250-8,The impact of malaria on labour use and efficiency in the Sudan,Nur,2002,1
10.1016/0277-9536(93)90248-3,Economic and demographic research on malaria: A review of the evidence,Gomes,2002,1
10.2307/2172908,The Decline in Maternal and Infant Mortality and its relation to Malaria Eradication,Meegama,2006,1
10.1152/ajpendo.00381.2004,"Acquired obesity is associated with increased liver fat, intra-abdominal fat, and insulin resistance in young adult monozygotic twins",Pietiläinen,2004,1
10.1126/science.284.5418.1318,Bacterial Biofilms: A Common Cause of Persistent Infections,Costerton,2002,1
10.1128/aem.60.12.4339-4344.1994,Direct measurement of chlorine penetration into biofilms during disinfection,De Beer,2020,1
10.1016/0149-7634(80)90002-0,Changes in body temperature after administration of adrenergic and serotonergic agents and related drugs including antidepressants,Clark,2003,1
10.1159/000212186,Exaggerated Response to (+)Amphetamine in Geriatric Gerbils,Tannen,2009,1
10.1002/jcph.1128,Optimizing Antibiotic Drug Therapy in Pediatrics: Current State and Future Needs,Le,2018,1
10.1097/inf.0b013e318170f8d2,"Meropenem Pharmacokinetics, Pharmacodynamics, and Monte Carlo Simulation in the Neonate",Bradley,2008,1
10.1016/j.ajic.2004.08.002,Treatment of biofilm infections on implants with low-frequency ultrasound and antibiotics,CARMEN,2005,1
10.1097/00000542-198908000-00015,Propofol,Sebel,2006,1
10.1056/nejmra035092,"Developmental Pharmacology — Drug Disposition, Action, and Therapy in Infants and Children",Kearns,2003,1
10.1136/gut.32.11.1321,Small intestinal length: a factor essential for gut adaptation.,Weaver,2007,1
10.1016/s0095-5108(18)30844-3,Short Bowel Syndrome in Infancy: Etiology and Management,Ziegler,2018,1
10.1016/s0022-3476(72)80459-1,Factors correlating with a successful outcome following extensive intestinal resection in newborn infants,Wilmore,2006,1
10.1001/archsurg.1969.01340170012003,Enhanced Intestinal Absorption After Small Bowel Resection in Man,Weinstein,2011,1
10.1152/ajprenal.2000.278.6.f925,Decreased abundance of major Na<sup>+</sup>transporters in kidneys of rats with ischemia-induced acute renal failure,Kwon,2017,1
10.1074/jbc.274.23.16569,"Cloning, Tissue Distribution, Genomic Organization, and Functional Characterization of NBC3, a New Member of the Sodium Bicarbonate Cotransporter Family",Pushkin,2002,1
10.1023/a:1006820509480,,Munch-Ellingsen,2002,1
10.1164/rccm.200207-682oc,The Epidemiology of Severe Sepsis in Children in the United States,Watson,2003,2
10.1097/00006454-199011000-00009,A ten-year review of neonatal sepsis and comparison with the previous fifty-year experience,GLADSTONE,2006,1
10.1001/jama.1996.03540200031027,"Viability, Morbidity, and Resource Use Among Newborns of 501-to 800-g Birth Weight",Tyson,2011,1
10.1097/ccm.0b013e3181aab3d0,Principles of antibacterial dosing in continuous renal replacement therapy,Choi,2009,1
10.1093/cid/cix783,"Colistin Versus Ceftazidime-Avibactam in the Treatment of Infections Due to
          Carbapenem-Resistant Enterobacteriaceae",van Duin,2017,1
10.1093/jac/dkr240,Increasing prevalence and dissemination of NDM-1 metallo- -lactamase in India: data from the SMART study (2009),Lascols,2011,1
10.1128/jcm.02458-09,"Evaluation of Updated Interpretative Criteria for Categorizing
            <i>Klebsiella pneumoniae</i>
            with Reduced Carbapenem Susceptibility",Endimiani,2010,1
10.1046/j.1469-0691.2001.00204.x,Modified Hodge and EDTA-disk synergy tests to screen metallo-β-lactamase-producing strains of Pseudomonas and Acinetobactet species,Lee,2003,1
10.1038/psp.2012.4,"Basic Concepts in Population Modeling, Simulation, and Model-Based Drug Development",Mould,2012,1
10.1016/0009-9236(95)90260-0,Intention-to-treat analysis and the goals of clinical trials*,Sheiner,2004,1
10.1093/biomet/63.3.581,Inference and missing data,RUBIN,2007,1
10.1056/nejmoa1101549,Mortality after Fluid Bolus in African Children with Severe Infection,Maitland,2011,1
10.1371/journal.pmed.0010018,Assessment of Volume Depletion in Children with Malaria,Planche,2004,1
10.1016/0035-9203(94)90504-5,Lactic acidosis and hypoglycaemia in children with severe malaria: pathophysiological and prognostic significance,Krishna,2004,1
10.1111/j.1365-2265.1990.tb03911.x,Glucose Metabolism In Quinine-Treated Patients With Uncomplicated Falciparum Malaria,Davis,2008,1
10.1016/0002-9343(74)90848-1,Serum glucagon and insulin levels and their relationship to blood glucose values in patients with acute myocardial infarction and acute coronary insufficiency,Willerson,2004,1
10.1016/s0140-6736(69)90637-0,PLASMA-CATECHOLAMINES AFTER CARDIAC INFARCTION,Mcdonald,2003,1
10.1016/j.jcrc.2018.08.026,Higher than standard dosing regimen are needed to achieve optimal antibiotic exposure in critically ill patients with augmented renal clearance receiving piperacillin-tazobactam administered by continuous infusion,Carrié,2018,1
10.1097/ta.0000000000001387,Identifying augmented renal clearance in trauma patients,Barletta,2017,1
10.1093/cid/cit582,Considerations for Higher Doses of Daptomycin in Critically Ill Patients With Methicillin-Resistant Staphylococcus aureus Bacteremia,Falcone,2013,1
10.1128/aac.44.11.2948-2953.2000,Once-Daily Dosing in Dogs Optimizes Daptomycin Safety,Oleson,2002,1
10.1016/j.ijantimicag.2012.02.010,What's behind the failure of emerging antibiotics in the critically ill? Understanding the impact of altered pharmacokinetics and augmented renal clearance,Udy,2012,1
10.1177/0310057x0903700123,You Only Find what you Look for: The Importance of High Creatinine Clearance in the Critically Ill,Udy,2019,1
10.1007/s00134-007-0745-5,Replacement of 24-h creatinine clearance by 2-h creatinine clearance in intensive care unit patients: a single-center study,Herrera-Gutiérrez,2007,1
10.1038/ki.1985.101,Course of acute renal failure studied by a model of creatinine kinetics,Mark Moran,2007,1
10.1016/0002-9343(82)90475-2,Glomerular and tubular function in non-oliguric acute renal failure,Myers,2004,1
10.1016/0002-9343(75)90124-2,Effect of intrarenal furosemide on renal function and intrarenal hemodynamics in acute renal failure,Epstein,2004,1
10.1016/s0002-9343(70)80073-0,Renal failure in the patient with cirrhosis,Epstein,2006,1
