DOI,title,author,year,times_seen
10.1128/aac.00833-10,"<i>In Vitro</i>
            Spectrum of Activity of Finafloxacin, a Novel, pH-Activated Fluoroquinolone, under Standard and Acidic Conditions",Stubbings,2011,1
10.1093/jac/dkq375,Antibacterial activity of finafloxacin under different pH conditions against isogenic strains of Escherichia coli expressing combinations of defined mechanisms of fluoroquinolone resistance,Emrich,2010,1
10.1093/jac/44.3.343,"The effects of NorA inhibition on the activities of levofloxacin, ciprofloxacin and norfloxacin against two genetically related strains of Staphylococcus aureus in an in-vitro infection model",Aeschlimann,2002,1
10.1128/aac.43.2.335,"Effects of NorA Inhibitors on In Vitro Antibacterial Activities and Postantibiotic Effects of Levofloxacin, Ciprofloxacin, and Norfloxacin in Genetically Related Strains of
            <i>Staphylococcus aureus</i>",Aeschlimann,2018,1
10.1128/aac.35.12.2562,Mechanisms of clinical resistance to fluoroquinolones in Staphylococcus aureus,Nakanishi,2012,1
10.1186/1471-2334-6-55,Neutropenia induced in outbred mice by a simplified low-dose cyclophosphamide regimen: characterization and applicability to diverse experimental models of infectious diseases,Zuluaga,2006,2
10.1128/aac.33.6.980,Influence of etoposide and cyclophosphamide on the efficacy of cloxacillin and erythromycin in an experimental staphylococcal infection,Calame,2012,1
10.1021/jm900999h,Structure−Activity Relationships of Polymyxin Antibiotics,Velkov,2009,1
10.7164/antibiotics.44.517,The outer membrane permeability-increasing action of deacylpolymyxins.,VILJANEN,2012,1
10.1542/peds.2006-2353,Patient and Hospital Correlates of Clinical Outcomes and Resource Utilization in Severe Pediatric Sepsis,Odetola,2007,1
10.1177/0272989x9601600405,Predicting In-hospital Mortality for Stroke Patients,Iezzoni,2007,1
10.1097/00001888-199005000-00012,The problem of late hospitalization,Gonnella,2006,1
10.1016/s0149-2918(04)80001-8,Optimizing antimicrobial pharmacodynamics: dosage strategies for meropenem,Mattoes,2004,1
10.1093/cid/cis856,"Continuous Infusion of Beta-Lactam Antibiotics in Severe Sepsis: A Multicenter Double-Blind, Randomized Controlled Trial",Dulhunty,2012,1
10.1016/j.jchromb.2010.05.027,Analysis of 12 beta-lactam antibiotics in human plasma by HPLC with ultraviolet detection,McWhinney,2010,1
10.1097/00006454-199603000-00015,Pharmacokinetics and pharmacodynamics of antibiotics in otitis media,CRAIG,2003,1
10.1128/aac.36.4.856,"Susceptibilities of penicillin-susceptible and -resistant strains of Streptococcus pneumoniae to RP 59500, vancomycin, erythromycin, PD 131628, sparfloxacin, temafloxacin, win 57273, ofloxacin, and ciprofloxacin",Spangler,2012,1
10.1128/aac.00334-06,The Relationship between Quinolone Exposures and Resistance Amplification Is Characterized by an Inverted U: a New Paradigm for Optimizing Pharmacodynamics To Counterselect Resistance,Tam,2006,1
10.1086/430611,Bacterial‐Population Responses to Drug‐Selective Pressure: Examination of Garenoxacin's Effect on<i>Pseudomonas aeruginosa</i>,Tam,2005,1
10.1002/jcph.705,Pharmacometric Approaches to Personalize Use of Primarily Renally Eliminated Antibiotics in Preterm and Term Neonates,Wilbaux,2016,2
10.1007/s40262-013-0036-y,Population Pharmacokinetics of Tobramycin in Patients With and Without Cystic Fibrosis,Hennig,2013,2
10.1097/00007691-199906000-00004,Population Pharmacokinetics of Aminoglycoside Antibiotics in Patients With Cystic Fibrosis,Campbell,2003,1
10.1097/00007691-199404000-00003,Suggestions for the Optimization of the Initial Tobramycin Dose in Adolescent and Adult Patients with Cystic Fibrosis,Touw,2006,1
10.1002/jps.2600621042,"Rapid, Simultaneous GLC Determination of Phenobarbital, Primidone, and Diphenylhydantoin",Perchalski,2006,1
10.1016/0009-8981(70)90048-3,"Quantitative estimation of diphenylhydantoin, primidone and phenobarbital in plasma by gas-liquid chromatography",Kupferberg,2003,1
10.1021/ac60280a016,Gas-chromatographic method for determination of diphenylhydantoin blood level,Sabih,2005,1
10.1016/s0731-7085(01)00706-3,HPLC separation of antibiotics present in formulated and unformulated samples,Joshi,2002,1
10.1016/s0731-7085(99)00218-6,Validation of a reversed-phase LC method for quantitative analysis of intravenous admixtures of ciprofloxacin and metronidazole,Vega,2002,1
10.1128/aac.02089-15,Population Pharmacokinetics and Pharmacodynamics of Extended-Infusion Piperacillin and Tazobactam in Critically Ill Children,Nichols,2015,2
10.1177/0897190011406984,Development and Implementation of a Piperacillin-Tazobactam Extended Infusion Guideline,Heinrich,2011,1
10.1016/j.diagmicrobio.2009.03.002,Outcomes of extended infusion piperacillin/tazobactam for documented Gram-negative infections,Patel,2009,1
10.1128/aac.01318-06,"Population Pharmacokinetics and Pharmacodynamics of Continuous versus Short-Term Infusion of Imipenem-Cilastatin in Critically Ill Patients in a Randomized, Controlled Trial",Sakka,2007,1
10.1128/aac.49.1.461-463.2005,Pharmacodynamic Evaluation of Extending the Administration Time of Meropenem using a Monte Carlo Simulation,Lomaestro,2004,1
10.1093/clinids/6.supplement_4.s870,Failure of a Once-Daily Regimen of Cefonicid for Treatment of Endocarditis Due to Staphylococcus aureus,Chambers,2011,1
10.1186/cc3995,,Falagas,2006,1
10.1093/clinids/24.supplement_1.s139,Control of Nosocomial Antimicrobial-Resistant Bacteria: A Strategic Priority for Hospitals Worldwide,Goldmann,2011,1
10.1007/s15010-002-1083-8,Nosocomial Pneumonia: A Cost-of-Illness Analysis,Dietrich,2003,1
10.1001/archinte.160.7.1017,Handwashing Compliance by Health Care Workers,Bischoff,2003,1
10.7326/0003-4819-57-2-214,The Treatment of Gram-negative Bacillary Infections with Colistin,FEKETY,2013,1
10.1208/s12248-011-9258-9,Performance and Robustness of the Monte Carlo Importance Sampling Algorithm Using Parallelized S-ADAPT for Basic and Complex Mechanistic Models,Bulitta,2011,1
10.1023/a:1020707208521,,Krzyzanski,2003,1
10.1016/0022-2836(86)90385-2,Use of bacteriophage T7 RNA polymerase to direct selective high-level expression of cloned genes,Studier,2004,1
10.1016/0092-8674(83)90287-8,Termination of transcription in E. coli,Michael Holmes,2004,1
10.1086/431672,Tigecycline: A New Glycylcycline for Treatment of Serious Infections,Noskin,2005,1
10.1128/aac.47.6.1867-1874.2003,"Antimicrobial Resistance in Respiratory Tract
            <i>Streptococcus pneumoniae</i>
            Isolates: Results of the Canadian Respiratory Organism Susceptibility Study, 1997 to 2002",Zhanel,2003,1
10.1128/aac.43.10.2504,"Prevalence of Antimicrobial Resistance in Respiratory Tract Isolates of
            <i>Streptococcus pneumoniae</i>
            : Results of a Canadian National Surveillance Study",Zhanel,2018,1
10.1128/aac.34.3.467,Comparative in vitro activities of several new fluoroquinolones and beta-lactam antimicrobial agents against community isolates of Streptococcus pneumoniae,Mazzulli,2012,1
10.1097/01.ccm.0000275389.31974.22,"Optimal management therapy for Pseudomonas aeruginosa ventilator-associated pneumonia: An observational, multicenter study comparing monotherapy with combination antibiotic therapy*",Garnacho-Montero,2007,1
10.1378/chest.108.6.1655,The Effect of Late-Onset Ventilator-Associated Pneumonia in Determining Patient Mortality,Kollef,2008,1
10.1001/archinte.1988.00380050165024,Nosocomial Infection and Fatality in Medical and Surgical Intensive Care Unit Patients,Craven,2011,1
10.1111/j.1469-0691.2010.03130.x,Activity of the new cephalosporin CXA-101 (FR264205) against Pseudomonas aeruginosa isolates from chronically-infected cystic fibrosis patients,Zamorano,2010,1
10.1128/aac.49.6.2510-2511.2005,In Vitro Activity of Doripenem (S-4661) against Multidrug-Resistant Gram-Negative Bacilli Isolated from Patients with Cystic Fibrosis,Chen,2005,1
10.1093/jac/dkh369,Combination therapy with polymyxin B for the treatment of multidrug-resistant Gram-negative respiratory tract infections,Sobieszczyk,2004,2
10.1111/j.1600-0447.1977.tb06678.x,"A repeated dose comparison of three benzodiazepine derivatives (nitrazepam, flurazepam and flunitrazepam) on subjective appraisals of sleep and measures of psychomotor performance the morning following night-time medication",Hindmarch,2007,1
10.1192/bjp.124.5.482,Effects of Hypnotics on Anxious Patients,Malpas,2008,1
10.1136/bmj.1.5850.417-b,Effects of tranquillizers and hypnotics on driving.,Legg,2009,1
10.1128/jcm.02483-16,Same-Day Diagnostic and Surveillance Data for Tuberculosis via Whole-Genome Sequencing of Direct Respiratory Samples,Votintseva,2017,1
10.1016/s1473-3099(15)00062-6,Whole-genome sequencing for prediction of Mycobacterium tuberculosis drug susceptibility and resistance: a retrospective cohort study,Walker,2015,1
10.1038/ng.2878,Evolution and transmission of drug-resistant tuberculosis in a Russian population,Casali,2014,1
10.1126/science.272.5268.1641,"Compensatory
            <b>
              <i>ahp</i>
            </b>
            C Gene Expression in Isoniazid-Resistant
            <b>
              <i>Mycobacterium tuberculosis</i>
            </b>",Sherman,2006,1
10.1073/pnas.92.14.6630,Identification of a gene involved in the biosynthesis of cyclopropanated mycolic acids in Mycobacterium tuberculosis.,Yuan,2006,1
10.1099/00221287-137-12-2681,An IS1-like element is responsible for high-level synthesis of extended-spectrum  -lactamase TEM-6 in Enterobacteriaceae,Goussard,2009,1
10.1007/978-3-642-85921-2_16,Pharmacokinetic Studies on Carbamazepine in Volunteers and in Epileptic Patients,Morselli,2012,1
10.1093/jac/19.6.823,Bilirubin displacement by ceftriaxone in neonates: evaluation by determination of ‘free’ bilirubin and erythrocyte-bound bilirubin,Gulian,2007,1
10.1016/j.jcf.2006.12.007,Population pharmacokinetics of tobramycin administered thrice daily and once daily in children and adults with cystic fibrosis,Touw,2007,1
10.1128/aac.27.4.520,"Renal disposition of gentamicin, dibekacin, tobramycin, netilmicin, and amikacin in humans",Contrepois,2012,1
10.1093/jac/dkx209,Too much of a good thing: a retrospective study of β-lactam concentration–toxicity relationships,Imani,2017,2
10.1592/phco.23.3.369.32100,Retrospective Review of Neurotoxicity Induced by Cefepime and Ceftazidime,Chow,2004,1
10.1136/jnnp.55.4.333,Ceftazidime encephalopathy: absence status and toxic hallucinations.,Jackson,2008,1
10.1002/ana.410270508,Peduncular hallucinosis associated with isolated infarction of the substantia nigra pars reticulata,McKee,2005,1
10.1002/cne.901840104,An autoradiographic examination of corticocortical and subcortical projections of the mediodorsal-projection (prefrontal) cortex in the rat,Beckstead,2005,1
10.1016/0006-8993(68)90052-8,Evaluation of a radioautographic neuroanatomical tracing method,Lasek,2003,1
10.3109/10520293509116018,Chlorate-Osmic-Formalin Method for Staining Degenerating Myelin,Swank,2007,1
10.1128/aac.01045-16,A Population and Developmental Pharmacokinetic Analysis To Evaluate and Optimize Cefotaxime Dosing Regimen in Neonates and Young Infants,Leroux,2016,3
10.1016/s0378-3782(12)70019-1,Early and late onset sepsis in very-low-birth-weight infants from a large group of neonatal intensive care units,Hornik,2012,1
10.1542/peds.110.6.1037,Annual Summary of Vital Statistics—2001,MacDorman,2004,1
10.1093/aje/154.4.307,Trends in Preterm Birth and Neonatal Mortality among Blacks and Whites in the United States from 1989 to 1997,Demissie,2002,1
10.1038/jp.2010.191,"Why do families of sick newborns accept hospital care? a community-based cohort study in Karachi, Pakistan",Owais,2011,1
10.2307/2137032,"Help-Seeking Behavior, Use, and Satisfaction Among Frequent Primary Care Users in Santiago de Chile",Scarpaci,2006,1
10.1007/bf02723654,Clinico-bacteriological study of neonatal septicemia in Hubli,Tallur,2007,1
10.1007/bf02749536,Changing bacteriological patterns in neonatal septicaemia,Monga,2008,1
10.1016/s0140-6736(65)92955-7,NEONATAL INFECTIONS WITH PSEUDOMONAS AERUGINOSA ASSOCIATED WITH CONTAMINATED RESUSCITATION EQUIPMENT,Bassett,2003,1
10.1016/s0022-3476(52)80102-7,Pseudomonas infections in infants and children,Geppert,2006,1
10.1016/j.ijantimicag.2007.05.014,Optimising piperacillin/tazobactam dosing in paediatrics,Tornøe,2007,1
10.1128/cmr.00058-07,"<i>Acinetobacter baumannii</i>
            : Emergence of a Successful Pathogen",Peleg,2008,1
10.1016/j.jcf.2005.05.018,Eradication of early Pseudomonas aeruginosa infection,Høiby,2005,1
10.1128/aac.02243-16,Can Ceftazidime-Avibactam and Aztreonam Overcome β-Lactam Resistance Conferred by Metallo-β-Lactamases in Enterobacteriaceae?,Marshall,2017,3
10.1128/aac.01585-15,Role of the Outer Membrane and Porins in Susceptibility of β-Lactamase-Producing Enterobacteriaceae to Ceftazidime-Avibactam,Pagès,2015,2
10.1128/aac.05305-11,The Class A β-Lactamase FTU-1 Is Native to Francisella tularensis,Antunes,2011,1
10.1023/a:1007537405242,,Guryčová,2002,1
10.1093/clinids/24.5.786,A Meta-Analysis of Extended-Interval Dosing Versus Multiple Daily Dosing of Aminoglycosides,Bailey,2011,1
10.1093/jac/dkh299,Antibiotic usage in intensive care units: a pharmaco-epidemiological multicentre study,Malacarne,2004,1
10.1016/s0378-4347(00)85120-8,"Determination of ampicillin, amoxicillin, cephalexin, and cepharadine in plasma by high-performance liquid chromatography using fluorometric detection",Miyazaki,2002,1
10.1016/0009-8981(77)90243-1,"A simple, rapid fluorimetric assay of amoxycillin in plasma",Barbhaiya,2003,1
10.1248/cpb.22.1910,Fluorometric determination of ampicillin.,MIYAZAKI,2011,1
10.1016/s1473-3099(19)30403-7,"Ceftolozane–tazobactam versus meropenem for treatment of nosocomial pneumonia (ASPECT-NP): a randomised, controlled, double-blind, phase 3, non-inferiority trial",Kollef,2019,1
10.1111/resp.13115,The respiratory threat posed by multidrug resistant Gram-negative bacteria,Rodrigo-Troyano,2017,1
10.1186/1471-2466-14-103,Pseudomonas aeruginosaisolates in severe chronic obstructive pulmonary disease: characterization and risk factors,Gallego,2014,1
10.1183/09031936.00003309,Pseudomonas aeruginosa in patients hospitalised for COPD exacerbation: a prospective study,Garcia-Vidal,2009,1
10.1128/aac.33.9.1617,"Antimicrobial drug susceptibility of clinical isolates of Acinetobacter species (A. baumannii, A. haemolyticus, genospecies 3, and genospecies 6)",Traub,2012,1
10.1007/s00228-007-0307-3,Therapeutic amoxicillin levels achieved with oral administration in term neonates,Gras-Le Guen,2007,1
10.1542/peds.2005-2824,Factors Influencing the Composition of the Intestinal Microbiota in Early Infancy,Penders,2006,1
10.1016/s0924-8579(01)00329-6,Continuous versus intermittent administration of ceftazidime in intensive care unit patients with nosocomial pneumonia,Nicolau,2002,1
10.1097/00003246-199905000-00020,Nosocomial infections in medical intensive care units in the United States,Richards,2003,1
10.1016/s0196-6553(96)90036-x,Severity of illness scoring systems to adjust nosocomial infection rates: A review and commentary,Keita-Perse,2004,1
10.1097/00003246-199102000-00008,Use of the Pediatric Risk of Mortality score to predict nosocomial infection in a pediatric intensive care unit,POLLOCK,2006,1
10.1128/aac.1.4.283,Novel Method for Detection of β-Lactamases by Using a Chromogenic Cephalosporin Substrate,O'Callaghan,2012,1
10.1016/j.ijantimicag.2018.11.017,Population pharmacokinetics and dosing optimization of latamoxef in neonates and young infants,Qi,2018,1
10.1159/000346629,Impact of Severe Sepsis on Serum and Urinary Biomarkers of Acute Kidney Injury in Critically Ill Children: An Observational Study,Di Nardo,2013,1
10.1186/cc12705,Meropenem and piperacillin/tazobactam prescribing in critically ill patients: does augmented renal clearance affect pharmacokinetic/pharmacodynamic target attainment when extended infusions are used?,Carlier,2013,1
10.1213/ane.0b013e3181f7107d,Augmented Creatinine Clearance in Traumatic Brain Injury,Udy,2010,1
10.1056/nejm197810262991703,Increased Glomerular Filtration Rate in Patients with Major Burns and Its Effect on the Pharmacokinetics of Tobramycin,Loirat,2010,1
10.1016/0009-8981(65)90028-8,Analyse automatique de la créatinine dans le sérum et dans l'urine valeurs “normales” chez l'homme de la créatininémie et de la clearance,Zender,2003,1
10.1016/0006-3002(52)90011-5,Creatinine estimation in blood serum a new method,Koštíř,2003,1
10.1016/s0021-9258(18)87378-1,A SYSTEM OF BLOOD ANALYSIS,Folin,2021,1
10.1037/h0023358,Developmental study of color-word interference.,Schiller,2006,1
10.1007/s40262-017-0602-9,Population Pharmacokinetic Model to Optimize Cefotaxime Dosing Regimen in Critically Ill Children,Béranger,2017,1
10.1055/s-0034-1398490,Applying Pharmacokinetic/Pharmacodynamic Principles in Critically Ill Patients: Optimizing Efficacy and Reducing Resistance Development,Abdul-Aziz,2015,1
10.1212/wnl.39.10.1294,Valproate prevents the recurrence of absence status,Berkovic,2012,1
10.1016/j.ijid.2003.09.003,Cefepime-induced encephalopathy,Dakdouki,2003,1
10.1001/archinte.1994.00420050158014,Ceftazidime-Related Nonconvulsive Status Epilepticus,Klion,2011,1
10.5694/j.1326-5377.1977.tb113913.x,EVALUATION OF NEPHROTOXIC AND OTOTOXIC EFFECTS OF TOBRAMYCIN IN WORLDWIDE STUDY,Bendush,2019,1
10.1288/00005537-196702000-00002,POSSIBLE EFFECTS OF VARIOUS OTOTOXIC DRUGS UPON THE ATP-HYDROLYZING SYSTEM IN THE STRIA VASCULARIS AND SPIRAL LIGAMENT OF THE GUINEA PIG,Linuma,2006,1
10.1592/phco.23.15.1545.31969,Comparative Pharmacokinetic Analysis by Standard Two-Stage Method versus Nonparametric Population Modeling,Tam,2004,1
10.1016/s0002-9343(84)80074-1,Role for Dual Individualization with Cefmenoxime,Schentag,2014,1
10.1093/jac/14.1.81,Cefmenoxime in the treatment of nosocomial pneumonias in critical care patients,Reitberg,2007,1
10.1164/ajrccm.156.4.9701046,Scheduled Change of Antibiotic Classes,KOLLEF,2013,1
10.1378/chest.102.5_supplement_1.553s,Patient Selection for Clinical Investigation of Ventilator-Associated Pneumonia,Pingleton,2008,1
10.1378/chest.91.2.233,Use of the Protected Specimen Brush in Patients with Endotracheal or Tracheostomy Tubes,Baughman,2007,1
10.1146/annurev.me.27.020176.002015,The Adult Respiratory Distress Syndrome,Hopewell,2003,1
10.2217/fmb.13.39,Pharmacology of polymyxins: new insights into an ‘old’ class of antibiotics,Velkov,2013,1
10.1007/s00228-003-0608-0,Paracetamol and metabolite pharmacokinetics in infants,van der Marel,2003,1
10.2165/00003088-200847040-00002,Facilitation of Drug Evaluation in Children by Population Methods and Modelling†,Tod,2009,1
10.1002/(sici)1097-0258(19981030)17:20<2313::aid-sim935>3.0.co;2-v,A Markov mixed effect regression model for drug compliance,Girard,2002,1
10.1208/aapsj0901007,A survey of population analysis methods and software for complex pharmacokinetic and pharmacodynamic models with examples,Bauer,2007,1
10.1007/s10928-005-0062-y,Non-Linear Mixed Effects Modeling – From Methodology and Software Development to Driving Implementation in Drug Development Science,Pillai,2005,1
10.1128/aac.41.11.2433,"Exposure-response relationships for saquinavir, zidovudine, and zalcitabine in combination therapy",Vanhove,2018,1
10.1016/j.mib.2006.08.009,Combinatorial genetic evolution of multiresistance,Walsh,2006,1
10.1164/rccm.201601-0024oc,Continuous versus Intermittent β-Lactam Infusion in Severe Sepsis. A Meta-analysis of Individual Patient Data from Randomized Trials,Roberts,2016,1
10.1128/aac.00294-06,Clinical Pharmacodynamics of Meropenem in Patients with Lower Respiratory Tract Infections,Li,2007,1
10.1097/pcc.0b013e31823c980f,Epidemiology of sepsis in pediatric intensive care units,Jaramillo-Bustamante,2012,1
10.1097/01.pcc.0000059421.13161.88,Multiple organ dysfunction syndrome in children*,Tantale??n,2003,1
10.1097/00003246-199606000-00031,Sepsis/septic shock,Hinshaw,2003,1
10.1152/jappl.1991.71.1.307,Role of neutrophils in endotoxin-mediated microvascular injury in hamsters,Matsuda,2017,1
10.1086/432803,Overview of Nosocomial Infections Caused by Gram-Negative Bacilli,Weinstein,2005,1
10.3201/eid1101.040001,Multidrug-Resistant<i>Acinetobacter baumannii</i>,Abbo,2012,1
10.1086/320183,"Emerging Importance of Multidrug‐Resistant<i>Acinetobacter</i>Species and<i>Stenotrophomonas maltophilia</i>as Pathogens in Seriously Ill Patients: Geographic Patterns, Epidemiological Features, and Trends in the SENTRY Antimicrobial Surveillance Program (1997–1999)",Gales,2002,1
10.1099/00207713-43-3-606,"Stenotrophomonas, a New Bacterial Genus for Xanthomonas maltophilia (Hugh 1980) Swings et al. 1983",Palleroni,2009,1
10.1186/cc2358,,Markou,2003,1
10.1016/j.patbio.2008.07.028,Pseudomonas aeruginosa et bêta-lactamines à l’heure de l’Europe,Cavallo,2008,1
10.1093/jac/dkm536,Antimicrobial breakpoints for Gram-negative aerobic bacteria based on pharmacokinetic–pharmacodynamic models with Monte Carlo simulation,Frei,2008,1
10.1086/510590,Piperacillin-Tazobactam for Pseudomonas aeruginosa Infection: Clinical Implications of an Extended-Infusion Dosing Strategy,Lodise,2007,1
10.1097/00003246-198510000-00009,APACHE II,KNAUS,2006,1
10.4103/ijmm.ijmm_17_278,Optimisation of Antimicrobial Dosing Based on Pharmacokinetic and Pharmacodynamic Principles,Ru Hoo,2018,2
10.1016/s0891-5520(03)00057-6,Pharmacodynamics and dosing of aminoglycosides,Turnidge,2005,1
10.1128/aac.21.5.721,Clinical and pharmacokinetic characteristics of aminoglycoside nephrotoxicity in 201 critically ill patients,Schentag,2012,1
10.1097/ftd.0b013e3181a8cc0a,In Vivo Glucuronidation Activity of Drugs in Neonates: Extensive Interindividual Variability Despite Their Young Age,Allegaert,2009,1
10.1213/00000539-199805000-00008,Clearance of Morphine in Postoperative Infants During Intravenous Infusion,Lynn,2011,1
10.1097/00000542-198702000-00005,Morphine Pharmacokinetics in Early Infancy,Lynn,2006,1
10.1097/00003246-199310000-00016,Predictability of creatinine clearance estimates in critically ill patients,ROBERT,2006,1
10.1007/bf01647733,Development of the faecal anaerobic microflora after Caesarean section and treatment with antibiotics in newborn infants,Bennel,2005,1
10.1099/00222615-15-2-189,The Microbial Ecology of the Large Bowel of Breastfed and Formula-fed Infants During the First Year of Life,Stark,2009,1
10.1371/journal.ppat.1007297,Pathogen-based precision medicine for drug-resistant tuberculosis,Gröschel,2018,2
10.1038/s41467-017-00721-2,A comprehensive characterization of PncA polymorphisms that confer resistance to pyrazinamide,Yadon,2017,1
10.1128/jcm.42.10.4498-4502.2004,"Detection of Mutations Associated with Isoniazid and Rifampin Resistance in
            <i>Mycobacterium tuberculosis</i>
            Isolates from Samara Region, Russian Federation",Nikolayevsky,2004,1
10.1128/jcm.40.2.712-714.2002,"Evaluation of a Rapid PCR-Based Epidemiological Typing Method for Routine Studies of
            <i>Mycobacterium tuberculosis</i>",Yates,2002,1
10.1128/jcm.36.11.3385-3388.1998,Evaluation of Strategies for Molecular Fingerprinting for Use in the Routine Work of a Mycobacterium Reference Unit,Wilson,2019,1
10.1128/jcm.34.7.1686-1690.1996,Heminested inverse PCR for IS6110 fingerprinting of Mycobacterium tuberculosis strains,Patel,2020,1
10.1016/s0002-9343(89)80611-4,Antibiotic therapy for Pseudomonas aeruginosa bacteremia: Outcome correlations in a prospective study of 200 patients,Hilf,2004,1
10.1093/clinids/5.supplement_5.s837,Nosocomial Infections Due to Pseudomonas aeruginosa: Review of Recent Trends,Cross,2011,1
10.1086/381972,Clinical Relevance of Bacteriostatic versus Bactericidal Mechanisms of Action in the Treatment of Gram‐Positive Bacterial Infections,Pankey,2004,1
10.1016/0002-9343(76)90758-0,Clindamycin therapy of staphylococcus aureus endocarditis,Watanakunakorn,2004,1
10.1093/infdis/131.4.367,Antimicrobial Therapy of Experimental Endocarditis Caused by Staphylococcus aureus,Sande,2011,1
10.1006/jmbi.2000.4315,Predicting transmembrane protein topology with a hidden markov model: application to complete genomes11Edited by F. Cohen,Krogh,2002,1
10.1016/0022-2836(92)90934-c,Membrane protein structure prediction,von Heijne,2005,1
10.1002/j.1460-2075.1986.tb04699.x,Both hydrophobic domains of M13 procoat are required to initiate membrane insertion.,Kuhn,2018,1
10.1016/s0732-8893(00)00185-1,The use of Monte Carlo simulation to examine pharmacodynamic variance of drugs: fluoroquinolone pharmacodynamics against Streptococcus pneumoniae,Ambrose,2002,1
10.1001/jama.279.2.125,Pharmacodynamics of Levofloxacin,Preston,2003,2
10.1016/j.ijid.2017.07.007,Rapid identification of a Mycobacterium tuberculosis full genetic drug resistance profile through whole genome sequencing directly from sputum,Nimmo,2017,1
10.1128/jcm.00486-15,Rapid Whole-Genome Sequencing of Mycobacterium tuberculosis Isolates Directly from Clinical Samples,Brown,2015,1
10.1183/09031936.00157212,"Rapid molecular TB diagnosis: evidence, policy making and global implementation of Xpert MTB/RIF",Weyer,2012,1
10.1016/s0022-3476(96)70336-0,Efficacy of gabapentin therapy in children with refractory partial seizures,Khurana,2005,1
10.1128/aac.01198-10,"Evaluation of Ceftazidime and NXL104 in Two Murine Models of Infection Due to KPC-Producing
            <i>Klebsiella pneumoniae</i>",Endimiani,2010,1
10.1128/aac.01821-09,"<i>In Vitro</i>
            Activity of Penem-1 in Combination with β-Lactams against
            <i>bla</i>
            <sub>KPC</sub>
            -Possessing
            <i>Klebsiella pneumoniae</i>
            Isolates",Endimiani,2010,1
10.1128/aac.46.1.69-74.2002,"Pharmacodynamics of Gatifloxacin against
            <i>Streptococcus pneumoniae</i>
            in an In Vitro Pharmacokinetic Model: Impact of Area under the Curve/MIC Ratios on Eradication",Lister,2002,1
10.1172/jci108775,Corticosteroid Effect on Granulopoiesis in Mice after Cyclophosphamide,Joyce,2008,1
10.1139/m84-136,Chemical alterations in cell envelopes of <i>Pseudomonas aeruginosa</i> upon exposure to polymyxin: a possible mechanism to explain adaptive resistance to polymyxin,Gilleland Jr.,2010,1
10.1345/aph.1e271,Pharmacokinetics and Pharmacodynamics of Meropenem in Febrile Neutropenic Patients with Bacteremia,Ariano,2004,1
10.1016/s0149-2918(01)80103-x,Pharmacokinetics and pharmacodynamics of aztreonam and tobramycin in hospitalized patients,Smith,2002,1
10.1007/s002800050397,A comparison of methods for limited-sampling strategy design using data from a phase I trial of the anthrapyrazole DuP-941,Jodrell,2002,1
10.1093/jac/23.6.861,"Comparative pharmacokinetic study between lenampicillin, bacampicillin and amoxycillin",Sum,2007,1
10.1016/j.jinf.2012.01.015,Incidence and predictors of acute kidney injury associated with intravenous polymyxin B therapy,Kubin,2012,1
10.1016/j.ijantimicag.2009.06.028,Clinical characteristics and risk factors of colistin-induced nephrotoxicity,Kim,2009,1
10.7326/0003-4819-73-3-491,Recovery from Colistimethate Nephrotoxicity,RANDALL,2013,1
10.1093/infdis/129.2.124,"Antibiotic Synergy in Experimental Infection with Pseudomonas. II. The Effect of Carbenicillin, Cephalothin, or Cephanone Combined with Tobramycin or Gentamicin",Andriole,2011,1
10.1128/aac.37.1.128,Fluoroquinolone resistance protein NorA of Staphylococcus aureus is a multidrug efflux transporter,Neyfakh,2012,1
10.1016/j.coph.2017.10.014,Ensuring quality pharmacokinetic analyses in antimicrobial drug development programs,Lakota,2017,2
10.2165/00003088-199120040-00001,Noncompartmental Versus Compartmental Modelling in Clinical Pharmacokinetics,Gillespie,2007,1
10.1128/jcm.18.3.521-525.1983,Rapid detection of bacterial growth in blood cultures by bioluminescent assay of bacterial ATP,Molin,2020,1
10.1016/j.diagmicrobio.2012.11.024,Update of dalbavancin spectrum and potency in the USA: report from the SENTRY Antimicrobial Surveillance Program (2011),Jones,2013,1
10.1128/aac.00286-06,In Vitro Activities of Dalbavancin and 12 Other Agents against 329 Aerobic and Anaerobic Gram-Positive Isolates Recovered from Diabetic Foot Infections,Goldstein,2006,1
10.1128/aac.47.6.1968-1971.2003,In Vitro Activities of Dalbavancin and Nine Comparator Agents against Anaerobic Gram-Positive Species and Corynebacteria,Goldstein,2003,1
10.1001/jama.287.3.321,Short-term Quality-of-Life Outcomes Following Laparoscopic-Assisted Colectomy vs Open Colectomy for Colon Cancer&lt;SUBTITLE&gt;A Randomized Trial&lt;/SUBTITLE&gt;,Weeks,2003,1
10.1186/s13054-015-0891-z,Protein-bound drugs are prone to sequestration in the extracorporeal membrane oxygenation circuit: results from an ex vivo study,Shekar,2015,1
10.1007/s00134-007-0606-2,Potential drug sequestration during extracorporeal membrane oxygenation: results from an ex vivo experiment,Mehta,2007,1
10.1093/nar/gki442,InterProScan: protein domains identifier,Quevillon,2005,1
10.1097/ccm.0b013e31828a2bbd,PELOD-2,Leteurtre,2013,1
10.1001/jama.1996.03540100046027,The Logistic Organ Dysfunction System,Le Gall,2011,1
